DeviceId	UserId	LogDate	Direction	WorkCode	C1
25	90063	25/10/2013 5:54:53	in	0	in
25	520264	25/10/2013 5:54:59	in	0	in
25	510146	25/10/2013 5:56:15	in	0	in
25	530205	25/10/2013 5:56:20	in	0	in
25	71227	25/10/2013 5:56:28	in	0	in
25	61001	25/10/2013 5:56:50	in	0	in
25	530547	25/10/2013 5:56:57	in	0	in
25	540263	25/10/2013 5:57:04	in	0	in
25	520421	25/10/2013 5:57:06	in	0	in
25	520421	25/10/2013 5:57:09	in	0	in
25	60778	25/10/2013 5:57:17	in	0	in
25	530242	25/10/2013 5:57:33	in	0	in
25	510039	25/10/2013 5:57:43	in	0	in
25	520570	25/10/2013 5:57:50	in	0	in
25	520535	25/10/2013 5:57:58	in	0	in
25	60018	25/10/2013 5:58:05	in	0	in
25	530021	25/10/2013 5:58:17	in	0	in
25	71239	25/10/2013 5:58:33	in	0	in
25	71351	25/10/2013 5:58:41	in	0	in
25	520039	25/10/2013 5:58:48	in	0	in
25	520039	25/10/2013 5:58:50	in	0	in
25	80011	25/10/2013 5:58:56	in	0	in
25	530148	25/10/2013 5:59:03	in	0	in
25	80015	25/10/2013 5:59:09	in	0	in
25	60756	25/10/2013 5:59:15	in	0	in
25	520189	25/10/2013 5:59:32	in	0	in
25	80002	25/10/2013 6:00:00	in	0	in
25	90137	25/10/2013 6:00:27	in	0	in
25	90136	25/10/2013 6:00:34	in	0	in
25	530168	25/10/2013 6:00:43	in	0	in
25	520429	25/10/2013 6:00:51	in	0	in
25	510427	25/10/2013 6:01:31	in	0	in
25	510369	25/10/2013 6:01:36	in	0	in
25	540049	25/10/2013 6:01:42	in	0	in
25	530091	25/10/2013 6:02:01	in	0	in
25	60979	25/10/2013 6:02:28	in	0	in
25	530063	25/10/2013 6:02:37	in	0	in
25	530063	25/10/2013 6:02:39	in	0	in
25	90170	25/10/2013 6:02:45	in	0	in
25	90108	25/10/2013 6:02:51	in	0	in
25	530047	25/10/2013 6:03:25	in	0	in
25	510294	25/10/2013 6:03:29	in	0	in
25	540057	25/10/2013 6:03:55	in	0	in
25	71229	25/10/2013 6:04:06	in	0	in
25	60731	25/10/2013 6:04:26	in	0	in
25	510063	25/10/2013 6:04:46	in	0	in
25	521026	25/10/2013 6:04:50	in	0	in
25	521026	25/10/2013 6:04:52	in	0	in
25	90151	25/10/2013 6:04:59	in	0	in
25	510107	25/10/2013 6:05:08	in	0	in
25	510107	25/10/2013 6:05:09	in	0	in
25	71015	25/10/2013 6:05:34	in	0	in
25	71015	25/10/2013 6:05:36	in	0	in
25	61050	25/10/2013 6:05:46	in	0	in
25	61037	25/10/2013 6:06:00	in	0	in
25	61037	25/10/2013 6:06:01	in	0	in
25	540211	25/10/2013 6:06:37	in	0	in
25	520098	25/10/2013 6:06:56	in	0	in
25	540001	25/10/2013 6:07:09	in	0	in
25	530012	25/10/2013 6:07:17	in	0	in
25	520076	25/10/2013 6:07:28	in	0	in
25	60714	25/10/2013 6:07:52	in	0	in
25	60094	25/10/2013 6:08:02	in	0	in
25	60031	25/10/2013 6:08:09	in	0	in
25	520081	25/10/2013 6:08:16	in	0	in
25	60919	25/10/2013 6:09:05	in	0	in
25	60998	25/10/2013 6:10:04	in	0	in
25	510395	25/10/2013 6:10:08	in	0	in
25	61027	25/10/2013 6:10:31	in	0	in
25	530040	25/10/2013 6:11:04	in	0	in
25	530005	25/10/2013 6:11:27	in	0	in
25	510587	25/10/2013 6:12:21	in	0	in
25	90173	25/10/2013 6:12:45	in	0	in
25	90058	25/10/2013 6:12:58	in	0	in
25	520178	25/10/2013 6:13:04	in	0	in
25	540296	25/10/2013 6:13:23	in	0	in
25	71371	25/10/2013 6:13:47	in	0	in
25	60097	25/10/2013 6:13:57	in	0	in
25	60673	25/10/2013 6:14:10	in	0	in
25	60111	25/10/2013 6:14:20	in	0	in
25	60974	25/10/2013 6:14:26	in	0	in
25	60751	25/10/2013 6:14:35	in	0	in
25	510163	25/10/2013 6:17:41	in	0	in
25	60667	25/10/2013 6:17:51	in	0	in
25	60667	25/10/2013 6:17:58	in	0	in
25	510128	25/10/2013 6:18:04	in	0	in
25	60724	25/10/2013 6:18:56	in	0	in
25	520147	25/10/2013 6:19:19	in	0	in
25	60705	25/10/2013 6:56:21	in	0	in
25	60282	25/10/2013 7:20:57	in	0	in
25	71001	25/10/2013 8:51:25	in	0	in
25	530456	25/10/2013 8:57:54	in	0	in
25	530169	25/10/2013 8:58:01	in	0	in
25	540100	25/10/2013 9:00:25	in	0	in
25	90226	25/10/2013 9:01:25	in	0	in
25	510149	25/10/2013 9:14:44	in	0	in
25	60288	25/10/2013 9:16:10	in	0	in
25	520491	25/10/2013 9:17:11	in	0	in
25	510137	25/10/2013 9:17:21	in	0	in
25	530094	25/10/2013 9:19:10	in	0	in
25	520101	25/10/2013 9:23:22	in	0	in
25	510081	25/10/2013 9:25:46	in	0	in
25	60080	25/10/2013 9:30:45	in	0	in
25	60078	25/10/2013 9:31:06	in	0	in
25	60055	25/10/2013 9:31:17	in	0	in
25	530002	25/10/2013 9:32:09	in	0	in
25	71077	25/10/2013 9:35:05	in	0	in
25	60609	25/10/2013 9:35:57	in	0	in
25	60967	25/10/2013 9:36:06	in	0	in
25	60945	25/10/2013 9:36:41	in	0	in
25	80052	25/10/2013 9:36:50	in	0	in
25	60061	25/10/2013 9:37:12	in	0	in
25	60226	25/10/2013 9:37:59	in	0	in
25	61047	25/10/2013 9:39:29	in	0	in
25	60027	25/10/2013 9:39:59	in	0	in
25	60595	25/10/2013 9:41:17	in	0	in
25	60640	25/10/2013 10:26:41	in	0	in
25	60982	25/10/2013 10:26:53	in	0	in
25	71229	25/10/2013 10:28:36	in	0	in
25	540026	25/10/2013 10:33:03	in	0	in
25	510107	25/10/2013 10:33:09	in	0	in
25	530119	25/10/2013 10:38:16	in	0	in
DeviceId	UserId	LogDate	Direction	WorkCode	C1
26	60640	24/10/2013 10:12:58	in	0	in
26	90139	24/10/2013 10:24:09	in	0	in
26	540026	24/10/2013 10:25:49	in	0	in
26	540026	24/10/2013 10:25:50	in	0	in
26	70883	24/10/2013 10:30:23	in	0	in
26	71195	24/10/2013 10:30:37	in	0	in
26	71195	24/10/2013 10:30:45	in	0	in
26	70979	24/10/2013 10:31:52	in	0	in
26	70979	24/10/2013 10:31:59	in	0	in
26	520509	24/10/2013 10:34:33	in	0	in
26	520314	24/10/2013 10:50:08	in	0	in
26	520144	24/10/2013 10:54:48	in	0	in
26	60757	24/10/2013 11:01:25	in	0	in
26	540036	24/10/2013 11:01:42	in	0	in
26	540258	24/10/2013 11:03:48	in	0	in
26	530277	24/10/2013 11:07:02	in	0	in
26	71224	24/10/2013 11:10:17	in	0	in
26	71224	24/10/2013 11:10:23	in	0	in
26	520204	24/10/2013 11:11:09	in	0	in
26	521026	24/10/2013 11:11:28	in	0	in
26	510067	24/10/2013 11:14:13	in	0	in
26	510427	24/10/2013 11:27:42	in	0	in
26	71330	24/10/2013 11:31:33	in	0	in
26	71330	24/10/2013 11:31:35	in	0	in
26	71223	24/10/2013 11:41:04	in	0	in
26	520142	24/10/2013 11:42:59	in	0	in
26	70611	24/10/2013 11:46:40	in	0	in
26	70920	24/10/2013 11:47:57	in	0	in
26	530119	24/10/2013 11:52:28	in	0	in
26	520092	24/10/2013 11:53:11	in	0	in
26	71015	24/10/2013 11:53:32	in	0	in
26	71015	24/10/2013 11:53:38	in	0	in
26	540057	24/10/2013 11:56:42	in	0	in
26	540057	24/10/2013 11:56:43	in	0	in
26	530550	24/10/2013 12:01:12	in	0	in
26	70937	24/10/2013 12:03:08	in	0	in
26	530014	24/10/2013 12:15:15	in	0	in
26	60268	24/10/2013 12:20:02	in	0	in
26	530179	24/10/2013 12:25:20	in	0	in
26	530577	24/10/2013 12:38:44	in	0	in
26	510589	24/10/2013 12:39:13	in	0	in
26	540053	24/10/2013 12:39:21	in	0	in
26	510553	24/10/2013 12:52:42	in	0	in
26	90147	24/10/2013 12:58:26	in	0	in
26	510294	24/10/2013 13:20:59	in	0	in
26	80056	24/10/2013 13:23:56	in	0	in
26	90141	24/10/2013 13:24:12	in	0	in
26	520149	24/10/2013 13:33:54	in	0	in
26	520386	24/10/2013 13:37:12	in	0	in
26	60066	24/10/2013 13:37:56	in	0	in
26	510136	24/10/2013 13:45:30	in	0	in
26	510136	24/10/2013 13:45:36	in	0	in
26	71350	24/10/2013 13:47:16	in	0	in
26	70666	24/10/2013 13:50:49	in	0	in
26	70666	24/10/2013 13:50:54	in	0	in
26	520016	24/10/2013 13:52:33	in	0	in
26	520016	24/10/2013 13:52:40	in	0	in
26	60703	24/10/2013 13:53:56	in	0	in
26	90173	24/10/2013 13:54:07	in	0	in
26	90055	24/10/2013 13:54:11	in	0	in
26	90191	24/10/2013 13:54:20	in	0	in
26	90191	24/10/2013 13:54:30	in	0	in
26	520565	24/10/2013 13:54:39	in	0	in
26	60672	24/10/2013 13:55:25	in	0	in
26	70947	24/10/2013 13:56:44	in	0	in
26	540028	24/10/2013 13:56:49	in	0	in
26	540017	24/10/2013 13:56:52	in	0	in
26	71304	24/10/2013 13:56:58	in	0	in
26	80051	24/10/2013 13:57:05	in	0	in
26	530080	24/10/2013 13:57:17	in	0	in
26	71218	24/10/2013 13:57:46	in	0	in
26	540360	24/10/2013 13:57:56	in	0	in
26	530386	24/10/2013 13:58:17	in	0	in
26	60749	24/10/2013 13:58:26	in	0	in
26	510450	24/10/2013 13:58:30	in	0	in
26	510450	24/10/2013 13:58:36	in	0	in
26	70981	24/10/2013 13:58:49	in	0	in
26	71239	24/10/2013 13:59:00	in	0	in
26	90092	24/10/2013 13:59:04	in	0	in
26	71239	24/10/2013 13:59:22	in	0	in
26	71239	24/10/2013 13:59:23	in	0	in
26	510071	24/10/2013 13:59:30	in	0	in
26	510071	24/10/2013 13:59:36	in	0	in
26	520338	24/10/2013 13:59:42	in	0	in
26	530552	24/10/2013 14:00:05	in	0	in
26	530067	24/10/2013 14:00:15	in	0	in
26	530025	24/10/2013 14:00:30	in	0	in
26	510547	24/10/2013 14:00:38	in	0	in
26	70632	24/10/2013 14:00:45	in	0	in
26	70632	24/10/2013 14:00:51	in	0	in
26	530443	24/10/2013 14:00:55	in	0	in
26	510012	24/10/2013 14:01:29	in	0	in
26	520511	24/10/2013 14:01:40	in	0	in
26	520027	24/10/2013 14:01:53	in	0	in
26	520027	24/10/2013 14:02:03	in	0	in
26	530209	24/10/2013 14:02:24	in	0	in
26	530209	24/10/2013 14:02:32	in	0	in
26	520182	24/10/2013 14:02:38	in	0	in
26	520346	24/10/2013 14:03:37	in	0	in
26	520001	24/10/2013 14:03:43	in	0	in
26	521023	24/10/2013 14:04:04	in	0	in
26	71325	24/10/2013 14:04:10	in	0	in
26	71325	24/10/2013 14:04:22	in	0	in
26	520068	24/10/2013 14:04:37	in	0	in
26	530256	24/10/2013 14:04:43	in	0	in
26	530256	24/10/2013 14:04:51	in	0	in
26	510188	24/10/2013 14:04:56	in	0	in
26	521001	24/10/2013 14:05:02	in	0	in
26	530155	24/10/2013 14:05:08	in	0	in
26	520506	24/10/2013 14:05:15	in	0	in
26	510006	24/10/2013 14:05:26	in	0	in
26	60770	24/10/2013 14:05:34	in	0	in
26	60770	24/10/2013 14:05:41	in	0	in
26	60957	24/10/2013 14:06:19	in	0	in
26	530553	24/10/2013 14:06:25	in	0	in
26	530553	24/10/2013 14:06:32	in	0	in
26	520134	24/10/2013 14:06:52	in	0	in
26	90208	24/10/2013 14:07:45	in	0	in
26	90167	24/10/2013 14:07:57	in	0	in
26	60707	24/10/2013 14:09:25	in	0	in
26	520187	24/10/2013 14:09:30	in	0	in
26	520187	24/10/2013 14:09:36	in	0	in
26	60757	24/10/2013 14:10:10	in	0	in
26	510534	24/10/2013 14:10:14	in	0	in
26	510534	24/10/2013 14:10:15	in	0	in
26	510534	24/10/2013 14:10:21	in	0	in
26	90017	24/10/2013 14:10:55	in	0	in
26	530558	24/10/2013 14:10:58	in	0	in
26	90017	24/10/2013 14:11:03	in	0	in
26	530079	24/10/2013 14:11:18	in	0	in
26	70652	24/10/2013 14:11:32	in	0	in
26	540210	24/10/2013 14:11:43	in	0	in
26	71069	24/10/2013 14:11:57	in	0	in
26	61029	24/10/2013 14:12:17	in	0	in
26	71346	24/10/2013 14:12:47	in	0	in
26	510017	24/10/2013 14:13:11	in	0	in
26	60685	24/10/2013 14:13:17	in	0	in
26	540260	24/10/2013 14:13:47	in	0	in
26	530283	24/10/2013 14:14:18	in	0	in
26	540268	24/10/2013 14:14:25	in	0	in
26	510171	24/10/2013 14:15:22	in	0	in
26	520478	24/10/2013 14:15:49	in	0	in
26	520992	24/10/2013 14:16:25	in	0	in
26	510075	24/10/2013 14:16:44	in	0	in
26	520105	24/10/2013 14:16:56	in	0	in
26	70959	24/10/2013 14:17:15	in	0	in
26	530051	24/10/2013 14:17:19	in	0	in
26	520034	24/10/2013 14:17:38	in	0	in
26	520034	24/10/2013 14:17:44	in	0	in
26	530065	24/10/2013 14:17:53	in	0	in
26	530065	24/10/2013 14:17:57	in	0	in
26	520201	24/10/2013 14:18:06	in	0	in
26	90213	24/10/2013 14:18:17	in	0	in
26	540029	24/10/2013 14:19:02	in	0	in
26	510531	24/10/2013 14:19:20	in	0	in
26	520195	24/10/2013 14:21:46	in	0	in
26	60785	24/10/2013 14:22:24	in	0	in
26	520107	24/10/2013 14:22:44	in	0	in
26	520107	24/10/2013 14:22:53	in	0	in
26	540097	24/10/2013 14:23:00	in	0	in
26	520089	24/10/2013 14:23:17	in	0	in
26	520048	24/10/2013 14:23:48	in	0	in
26	530220	24/10/2013 14:23:54	in	0	in
26	71197	24/10/2013 14:24:14	in	0	in
26	60110	24/10/2013 14:25:37	in	0	in
26	60345	24/10/2013 14:30:07	in	0	in
26	90161	24/10/2013 14:31:43	in	0	in
26	510064	24/10/2013 14:34:25	in	0	in
26	520028	24/10/2013 14:40:58	in	0	in
26	60922	24/10/2013 14:50:00	in	0	in
26	60881	24/10/2013 14:50:16	in	0	in
26	60252	24/10/2013 14:51:15	in	0	in
26	60252	24/10/2013 14:51:17	in	0	in
26	60252	24/10/2013 14:51:19	in	0	in
26	60252	24/10/2013 14:51:20	in	0	in
26	60252	24/10/2013 14:51:22	in	0	in
26	60607	24/10/2013 14:51:40	in	0	in
26	60057	24/10/2013 14:52:10	in	0	in
26	60815	24/10/2013 14:54:06	in	0	in
26	60346	24/10/2013 14:54:26	in	0	in
26	540053	24/10/2013 15:37:03	in	0	in
26	71224	24/10/2013 16:10:14	in	0	in
26	510163	24/10/2013 18:02:01	in	0	in
26	71197	24/10/2013 19:01:12	in	0	in
26	71200	24/10/2013 19:02:49	in	0	in
26	71200	24/10/2013 19:02:53	in	0	in
26	530315	24/10/2013 19:16:21	in	0	in
26	510073	24/10/2013 19:16:25	in	0	in
26	510073	24/10/2013 19:16:33	in	0	in
26	530035	24/10/2013 19:18:26	in	0	in
26	520992	24/10/2013 19:31:03	in	0	in
26	520137	24/10/2013 19:31:11	in	0	in
26	540295	24/10/2013 19:32:49	in	0	in
26	70976	24/10/2013 19:38:38	in	0	in
26	530130	24/10/2013 19:38:43	in	0	in
26	530130	24/10/2013 19:38:44	in	0	in
26	510188	24/10/2013 19:43:29	in	0	in
26	71282	24/10/2013 19:45:16	in	0	in
26	510171	24/10/2013 19:51:31	in	0	in
26	70947	24/10/2013 19:52:30	in	0	in
26	71215	24/10/2013 19:53:00	in	0	in
26	71015	24/10/2013 19:53:21	in	0	in
26	71015	24/10/2013 19:53:22	in	0	in
26	90135	24/10/2013 19:56:56	in	0	in
26	520324	24/10/2013 19:57:40	in	0	in
26	60779	24/10/2013 20:02:21	in	0	in
26	60721	24/10/2013 20:03:58	in	0	in
26	71330	24/10/2013 20:04:35	in	0	in
26	71346	24/10/2013 20:09:29	in	0	in
26	71343	24/10/2013 20:20:54	in	0	in
26	71343	24/10/2013 20:21:00	in	0	in
26	510403	24/10/2013 20:26:06	in	0	in
26	510546	24/10/2013 20:29:33	in	0	in
26	510546	24/10/2013 20:29:38	in	0	in
26	530558	24/10/2013 20:29:48	in	0	in
26	530558	24/10/2013 20:29:52	in	0	in
26	61046	24/10/2013 20:30:11	in	0	in
26	71336	24/10/2013 20:31:01	in	0	in
26	520089	24/10/2013 20:31:39	in	0	in
26	71046	24/10/2013 20:46:35	in	0	in
26	540259	24/10/2013 20:50:11	in	0	in
26	71268	24/10/2013 20:51:20	in	0	in
26	510345	24/10/2013 20:52:32	in	0	in
26	530265	24/10/2013 21:06:32	in	0	in
26	520048	24/10/2013 21:18:22	in	0	in
26	530155	24/10/2013 21:31:02	in	0	in
26	540315	24/10/2013 22:15:37	in	0	in
26	530506	24/10/2013 22:15:44	in	0	in
26	71083	24/10/2013 22:19:08	in	0	in
26	510184	24/10/2013 22:20:15	in	0	in
26	520207	24/10/2013 22:28:48	in	0	in
26	520539	24/10/2013 22:32:02	in	0	in
26	520080	24/10/2013 22:32:28	in	0	in
26	520024	24/10/2013 22:33:05	in	0	in
26	60947	24/10/2013 22:33:57	in	0	in
26	530337	24/10/2013 22:35:20	in	0	in
26	510105	24/10/2013 22:35:26	in	0	in
26	530532	24/10/2013 22:35:32	in	0	in
26	60694	24/10/2013 22:35:40	in	0	in
26	60699	24/10/2013 22:35:46	in	0	in
26	60699	24/10/2013 22:35:52	in	0	in
26	90190	24/10/2013 22:36:44	in	0	in
26	90190	24/10/2013 22:36:51	in	0	in
26	510143	24/10/2013 22:38:08	in	0	in
26	90016	24/10/2013 22:38:24	in	0	in
26	90016	24/10/2013 22:38:31	in	0	in
26	61004	24/10/2013 22:39:14	in	0	in
26	90074	24/10/2013 22:39:51	in	0	in
26	90074	24/10/2013 22:39:52	in	0	in
26	60705	24/10/2013 22:41:22	in	0	in
26	60705	24/10/2013 22:41:29	in	0	in
26	530359	24/10/2013 22:42:04	in	0	in
26	530193	24/10/2013 22:42:37	in	0	in
26	90051	24/10/2013 22:42:43	in	0	in
26	520459	24/10/2013 22:42:53	in	0	in
26	61013	24/10/2013 22:43:23	in	0	in
26	90116	24/10/2013 22:44:05	in	0	in
26	90116	24/10/2013 22:44:06	in	0	in
26	90110	24/10/2013 22:44:23	in	0	in
26	530072	24/10/2013 22:44:33	in	0	in
26	70599	24/10/2013 22:44:44	in	0	in
26	510355	24/10/2013 22:44:51	in	0	in
26	520147	24/10/2013 22:45:03	in	0	in
26	60706	24/10/2013 22:45:10	in	0	in
26	510528	24/10/2013 22:45:19	in	0	in
26	510015	24/10/2013 22:45:51	in	0	in
26	520015	24/10/2013 22:45:56	in	0	in
26	520015	24/10/2013 22:46:05	in	0	in
26	510559	24/10/2013 22:46:09	in	0	in
26	510092	24/10/2013 22:46:14	in	0	in
26	510092	24/10/2013 22:46:27	in	0	in
26	510092	24/10/2013 22:46:33	in	0	in
26	540232	24/10/2013 22:47:27	in	0	in
26	540232	24/10/2013 22:47:31	in	0	in
26	520172	24/10/2013 22:47:40	in	0	in
26	90002	24/10/2013 22:48:19	in	0	in
26	60065	24/10/2013 22:50:09	in	0	in
26	60608	24/10/2013 22:50:48	in	0	in
26	60060	24/10/2013 22:51:36	in	0	in
26	520316	24/10/2013 22:51:45	in	0	in
26	60258	24/10/2013 22:52:02	in	0	in
26	540366	24/10/2013 22:52:16	in	0	in
26	540366	24/10/2013 22:52:18	in	0	in
26	80001	24/10/2013 22:52:54	in	0	in
26	70794	24/10/2013 22:53:00	in	0	in
26	70794	24/10/2013 22:53:07	in	0	in
26	60759	24/10/2013 22:53:18	in	0	in
26	80003	24/10/2013 22:54:28	in	0	in
26	80003	24/10/2013 22:54:30	in	0	in
26	540097	24/10/2013 23:01:30	in	0	in
26	540097	24/10/2013 23:01:38	in	0	in
26	540097	24/10/2013 23:01:46	in	0	in
26	540097	24/10/2013 23:01:52	in	0	in
26	540097	24/10/2013 23:01:53	in	0	in
26	71350	24/10/2013 23:03:05	in	0	in
26	70959	24/10/2013 23:40:10	in	0	in
26	80007	25/10/2013 5:49:05	in	0	in
26	530165	25/10/2013 5:50:16	in	0	in
26	520227	25/10/2013 5:50:56	in	0	in
26	520257	25/10/2013 5:51:58	in	0	in
26	520545	25/10/2013 5:52:04	in	0	in
